0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
-0.562031,-0.663723,0.493552,-0.377638,-0.578809,-0.110653,-0.807921,-0.439946,0.590848,-0.739749,-0.321978,-0.329773,0.000000,0.000000,0.000000,1.000000
0.139292,-0.965310,0.220848,-0.369351,-0.341757,-0.256181,-0.904198,-0.363882,0.929408,0.050471,-0.365585,-0.573169,0.000000,0.000000,0.000000,1.000000
-0.039031,-0.999232,0.003608,-0.359566,-0.641571,0.022292,-0.766740,-0.437317,0.766070,-0.032241,-0.641948,-0.570034,0.000000,0.000000,0.000000,1.000000
-0.245088,-0.965527,0.087693,-0.553960,-0.170053,-0.046237,-0.984350,-0.251482,0.954471,-0.256165,-0.152859,-0.376691,0.000000,0.000000,0.000000,1.000000
-0.282455,-0.955859,-0.080952,-0.647415,-0.232526,0.150093,-0.960939,-0.265782,0.930672,-0.252599,-0.264657,-0.244400,0.000000,0.000000,0.000000,1.000000
-0.483210,-0.873799,-0.054621,-0.377978,-0.490025,0.321629,-0.810204,-0.191330,0.725523,-0.364733,-0.583598,-0.620883,0.000000,0.000000,0.000000,1.000000
-0.731025,-0.655226,0.190478,-0.524387,-0.465967,0.275435,-0.840839,-0.221729,0.498475,-0.703431,-0.506663,-0.258000,0.000000,0.000000,0.000000,1.000000
0.306688,-0.784254,0.539341,-0.296501,-0.040761,-0.576950,-0.815762,-0.595824,0.950937,0.228201,-0.208910,-0.444090,0.000000,0.000000,0.000000,1.000000
-0.008923,-0.981868,0.189357,-0.241682,-0.770855,-0.113865,-0.626751,-0.368938,0.636948,-0.151559,-0.755862,-0.649946,0.000000,0.000000,0.000000,1.000000
0.346751,-0.705348,0.618262,-0.099551,-0.352745,-0.708833,-0.610841,-0.397599,0.869100,-0.006279,-0.494597,-0.586311,0.000000,0.000000,0.000000,1.000000
-0.141187,-0.771036,0.620942,-0.173371,-0.585875,-0.440519,-0.680215,-0.497994,0.798008,-0.459833,-0.389535,-0.440139,0.000000,0.000000,0.000000,1.000000
0.079016,-0.996467,0.028466,-0.589017,-0.412763,-0.058696,-0.908945,-0.395395,0.907405,0.060072,-0.415943,-0.336837,0.000000,0.000000,0.000000,1.000000
-0.278906,-0.948852,-0.147957,-0.536910,-0.257820,0.222399,-0.940249,-0.197090,0.925062,-0.224095,-0.306661,-0.510473,0.000000,0.000000,0.000000,1.000000
0.031847,-0.937922,0.345382,-0.138695,-0.849886,-0.207269,-0.484493,-0.475280,0.526003,-0.278106,-0.803727,-0.590113,0.000000,0.000000,0.000000,1.000000
0.033627,-0.754166,0.655822,-0.271196,-0.345010,-0.624614,-0.700589,-0.563413,0.937996,-0.202706,-0.281199,-0.401867,0.000000,0.000000,0.000000,1.000000
-0.158863,-0.957436,0.240994,-0.427120,-0.321540,-0.180613,-0.929511,-0.378519,0.933474,-0.225154,-0.279161,-0.471516,0.000000,0.000000,0.000000,1.000000
-0.282927,-0.764548,0.579153,-0.265647,-0.864438,-0.058364,-0.499341,-0.475189,0.415572,-0.641919,-0.644392,-0.418387,0.000000,0.000000,0.000000,1.000000
-0.016570,-0.999683,-0.018955,-0.651782,-0.148177,0.021203,-0.988734,-0.231825,0.988822,-0.013575,-0.148481,-0.247549,0.000000,0.000000,0.000000,1.000000
-0.843174,-0.121607,0.523707,-0.178874,-0.537408,0.219263,-0.814319,-0.278118,-0.015802,-0.968058,-0.250229,-0.592534,0.000000,0.000000,0.000000,1.000000
-0.484933,-0.796715,0.360673,-0.362606,-0.817193,0.265903,-0.511362,-0.287341,0.311506,-0.542716,-0.780015,-0.487482,0.000000,0.000000,0.000000,1.000000
0.216854,-0.973646,0.070627,-0.396832,-0.411442,-0.156767,-0.897853,-0.273437,0.885263,0.165644,-0.434594,-0.587138,0.000000,0.000000,0.000000,1.000000
-0.688098,-0.621041,0.375273,-0.397117,-0.602891,0.201524,-0.771953,-0.233023,0.403788,-0.757427,-0.513088,-0.436421,0.000000,0.000000,0.000000,1.000000
-0.366044,-0.695624,0.618158,-0.186258,-0.922416,0.183321,-0.339916,-0.375535,0.123133,-0.694623,-0.708758,-0.519962,0.000000,0.000000,0.000000,1.000000
-0.485071,-0.856916,0.174356,-0.451493,-0.265607,-0.045590,-0.963003,-0.257436,0.833162,-0.513435,-0.205489,-0.482960,0.000000,0.000000,0.000000,1.000000
0.745158,-0.589624,0.311582,-0.232048,-0.271791,-0.695160,-0.665493,-0.656246,0.608990,0.411212,-0.678259,-0.368869,0.000000,0.000000,0.000000,1.000000
-0.011487,-0.904412,0.426505,-0.139310,-0.446203,-0.377075,-0.811614,-0.300674,0.894858,-0.199631,-0.399220,-0.644450,0.000000,0.000000,0.000000,1.000000
0.190479,-0.975896,-0.106513,-0.399096,-0.810944,-0.095272,-0.577315,-0.203685,0.553252,0.196343,-0.809544,-0.616313,0.000000,0.000000,0.000000,1.000000
-0.219195,-0.821153,0.526935,0.054430,-0.938625,0.030045,-0.343628,-0.163934,0.266340,-0.569916,-0.777341,-0.690365,0.000000,0.000000,0.000000,1.000000
-0.343050,-0.602713,0.720454,-0.074572,-0.581435,-0.466142,-0.666817,-0.321208,0.737733,-0.647649,-0.190528,-0.609635,0.000000,0.000000,0.000000,1.000000
0.161216,-0.946046,-0.281082,-0.743337,-0.304813,0.223153,-0.925901,-0.228795,0.938668,0.234948,-0.252391,-0.198084,0.000000,0.000000,0.000000,1.000000
-0.934460,-0.268566,0.233786,-0.094319,-0.331141,0.414145,-0.847838,-0.179099,0.130879,-0.869687,-0.475936,-0.632214,0.000000,0.000000,0.000000,1.000000
-0.685048,-0.724289,0.078197,-0.329286,-0.629617,0.534649,-0.563678,-0.233931,0.366458,-0.435381,-0.822285,-0.653980,0.000000,0.000000,0.000000,1.000000
-0.034036,-0.808059,0.588117,-0.261466,-0.562383,-0.470966,-0.679644,-0.400817,0.826176,-0.353880,-0.438409,-0.535639,0.000000,0.000000,0.000000,1.000000
-0.273764,-0.665623,0.694262,-0.305705,-0.357989,-0.599454,-0.715890,-0.553649,0.892691,-0.444523,-0.074177,-0.259026,0.000000,0.000000,0.000000,1.000000
-0.784164,-0.595616,0.174150,-0.197977,-0.256510,0.055575,-0.964942,-0.225060,0.565057,-0.801344,-0.196362,-0.597451,0.000000,0.000000,0.000000,1.000000
-0.207244,-0.500841,0.840362,0.086194,-0.907928,-0.221416,-0.355867,-0.158718,0.364302,-0.836740,-0.408841,-0.598470,0.000000,0.000000,0.000000,1.000000
0.272921,-0.635847,0.721951,-0.191339,-0.097561,-0.764864,-0.636761,-0.599510,0.957077,0.103352,-0.270781,-0.421070,0.000000,0.000000,0.000000,1.000000
-0.533297,-0.818230,-0.214695,-0.704037,-0.534778,0.522748,-0.663888,-0.188264,0.655444,-0.239235,-0.716351,-0.236012,0.000000,0.000000,0.000000,1.000000
0.562025,-0.579836,0.589846,-0.398550,0.282941,-0.535331,-0.795843,-0.673731,0.777221,0.614175,-0.136810,-0.068165,0.000000,0.000000,0.000000,1.000000
0.377604,-0.925964,-0.002568,-0.565962,-0.402852,-0.161782,-0.900853,-0.293677,0.833742,0.341201,-0.434116,-0.348711,0.000000,0.000000,0.000000,1.000000
-0.065023,-0.788092,0.612113,-0.138177,-0.784807,-0.338471,-0.519148,-0.332919,0.616320,-0.514147,-0.596492,-0.636697,0.000000,0.000000,0.000000,1.000000
-0.202434,-0.667719,0.716360,-0.229825,-0.978673,0.164031,-0.123666,-0.419568,-0.034931,-0.726116,-0.686684,-0.382743,0.000000,0.000000,0.000000,1.000000
0.289025,-0.880632,-0.375435,-0.741498,-0.332478,0.275424,-0.901998,-0.183621,0.897732,0.385524,-0.213186,-0.299796,0.000000,0.000000,0.000000,1.000000
0.288190,-0.852836,0.435451,-0.228441,-0.575720,-0.517692,-0.632883,-0.404140,0.765175,-0.068308,-0.640188,-0.578531,0.000000,0.000000,0.000000,1.000000
-0.279433,-0.707141,0.649514,-0.298930,-0.640976,-0.366275,-0.674532,-0.563197,0.714890,-0.604809,-0.350911,-0.354629,0.000000,0.000000,0.000000,1.000000
-0.065723,-0.762957,0.643099,-0.186019,-0.558362,-0.506024,-0.657398,-0.389180,0.826990,-0.402288,-0.392748,-0.573102,0.000000,0.000000,0.000000,1.000000
-0.323832,-0.734521,0.596332,-0.079877,-0.719610,-0.217986,-0.659276,-0.298412,0.614244,-0.642621,-0.457978,-0.579357,0.000000,0.000000,0.000000,1.000000
-0.433532,-0.588541,0.682399,-0.344883,-0.516907,-0.457878,-0.723295,-0.611796,0.738144,-0.666309,-0.105716,-0.170837,0.000000,0.000000,0.000000,1.000000
-0.658598,-0.748838,0.074094,-0.516322,-0.376675,0.242831,-0.893952,-0.237055,0.651433,-0.616664,-0.441996,-0.439251,0.000000,0.000000,0.000000,1.000000
0.236530,-0.956601,0.170202,-0.301233,-0.776294,-0.291402,-0.558975,-0.296130,0.584313,0.000088,-0.811529,-0.593552,0.000000,0.000000,0.000000,1.000000
-0.567909,-0.821967,-0.043012,-0.444805,-0.125532,0.138140,-0.982425,-0.194799,0.813463,-0.552528,-0.181634,-0.571766,0.000000,0.000000,0.000000,1.000000
-0.578134,-0.408786,0.706155,-0.000466,-0.581028,-0.401362,-0.708036,-0.270370,0.572859,-0.819636,-0.005475,-0.542016,0.000000,0.000000,0.000000,1.000000
